repo_path,path,original_path
Java/signalapp~Signal-Android,src/org/thoughtcrime/securesms/service/AccountVerificationTimeoutException.java,app/src/main/java/org/thoughtcrime/securesms/service/AccountVerificationTimeoutException.java
Java/signalapp~Signal-Android,libsignal/service/src/main/java/org/whispersystems/signalservice/api/crypto/AttachmentCipherOutputStream.java,libsignal-service/src/main/java/org/whispersystems/signalservice/api/crypto/AttachmentCipherOutputStream.java
Java/signalapp~Signal-Android,src/org/thoughtcrime/securesms/crypto/AttachmentSecret.java,app/src/main/java/org/thoughtcrime/securesms/crypto/AttachmentSecret.java
Java/signalapp~Signal-Android,src/org/thoughtcrime/securesms/crypto/AttachmentSecretProvider.java,app/src/main/java/org/thoughtcrime/securesms/crypto/AttachmentSecretProvider.java
Java/signalapp~Signal-Android,app/src/main/java/org/thoughtcrime/securesms/backup/v2/database/AttachmentTableBackupExtensions.kt,app/src/main/java/org/thoughtcrime/securesms/backup/v2/database/AttachmentTableArchiveExtensions.kt
Java/signalapp~Signal-Android,app/src/androidTest/java/org/thoughtcrime/securesms/database/AttachmentDatabaseTest.kt,app/src/androidTest/java/org/thoughtcrime/securesms/database/AttachmentTableTest.kt
Java/signalapp~Signal-Android,libsignal/service/src/main/java/org/whispersystems/signalservice/internal/push/AuthCredentials.java,libsignal-service/src/main/java/org/whispersystems/signalservice/internal/push/AuthCredentials.java
Java/signalapp~Signal-Android,libsignal/service/src/main/java/org/whispersystems/signalservice/internal/push/BackupAuthCheckRequest.kt,libsignal-service/src/main/java/org/whispersystems/signalservice/internal/push/BackupAuthCheckRequest.kt
Java/signalapp~Signal-Android,app/src/main/java/org/thoughtcrime/securesms/registration/v2/data/network/BackupAuthCheckResult.kt,app/src/main/java/org/thoughtcrime/securesms/registration/data/network/BackupAuthCheckResult.kt
Java/signalapp~Signal-Android,src/org/thoughtcrime/securesms/util/BackupUtil.java,app/src/main/java/org/thoughtcrime/securesms/util/BackupUtil.java
Java/signalapp~Signal-Android,app/src/main/java/org/thoughtcrime/securesms/billing/GooglePlayBillingApi.kt,core-util/src/main/java/org/signal/core/util/billing/BillingApi.kt
Java/signalapp~Signal-Android,billing/src/main/java/org/signal/billing/BillingApi.kt,billing/src/main/java/org/signal/billing/BillingApiImpl.kt
Java/signalapp~Signal-Android,app/src/test/java/org/thoughtcrime/securesms/util/BitmaskTest.java,core-util/src/test/java/org/signal/core/util/BitmaskTest.java
Java/signalapp~Signal-Android,app/src/main/java/org/thoughtcrime/securesms/backup/v2/exporters/CallLinkArchiveExportIterator.kt,app/src/main/java/org/thoughtcrime/securesms/backup/v2/exporters/CallLinkArchiveExporter.kt
Java/signalapp~Signal-Android,libsignal/service/src/main/java/org/whispersystems/signalservice/api/services/CallLinksService.kt,libsignal-service/src/main/java/org/whispersystems/signalservice/api/services/CallLinksService.kt
Java/signalapp~Signal-Android,src/org/thoughtcrime/securesms/mediasend/CameraContactsRepository.java,app/src/main/java/org/thoughtcrime/securesms/mediasend/CameraContactsRepository.java
Java/signalapp~Signal-Android,src/org/thoughtcrime/securesms/util/CloseableLiveData.java,app/src/main/java/org/thoughtcrime/securesms/util/CloseableLiveData.java
Java/signalapp~Signal-Android,video-app/src/main/java/org/thoughtcrime/video/app/ui/theme/Color.kt,video/app/src/main/java/org/thoughtcrime/video/app/ui/theme/Color.kt
Java/signalapp~Signal-Android,src/org/thoughtcrime/securesms/contacts/ContactIdentityManager.java,app/src/main/java/org/thoughtcrime/securesms/contacts/ContactIdentityManager.java
Java/signalapp~Signal-Android,contacts/app/src/main/java/org/signal/contactstest/ContactsViewModel.kt,contacts/app/src/main/java/org/signal/contactstest/ContactListViewModel.kt
Java/signalapp~Signal-Android,src/org/thoughtcrime/securesms/net/ContentProxySelector.java,app/src/main/java/org/thoughtcrime/securesms/net/ContentProxySelector.java
Java/signalapp~Signal-Android,app/src/main/java/org/thoughtcrime/securesms/conversation/mutiselect/MultiselectItemAnimator.kt,app/src/main/java/org/thoughtcrime/securesms/conversation/mutiselect/ConversationItemAnimator.kt
Java/signalapp~Signal-Android,app/src/main/java/org/thoughtcrime/securesms/conversation/v2/DateHeaderDecoration.kt,app/src/main/java/org/thoughtcrime/securesms/conversation/v2/ConversationItemDecorations.kt
Java/signalapp~Signal-Android,src/org/thoughtcrime/securesms/conversation/ConversationSwipeAnimationHelper.java,app/src/main/java/org/thoughtcrime/securesms/conversation/ConversationSwipeAnimationHelper.java
Java/signalapp~Signal-Android,libsignal/service/src/main/java/org/whispersystems/signalservice/internal/push/CreateCallLinkAuthRequest.kt,libsignal-service/src/main/java/org/whispersystems/signalservice/internal/push/CreateCallLinkAuthRequest.kt
Java/signalapp~Signal-Android,libsignal/service/src/main/java/org/whispersystems/signalservice/internal/push/CreateCallLinkAuthResponse.kt,libsignal-service/src/main/java/org/whispersystems/signalservice/internal/push/CreateCallLinkAuthResponse.kt
Java/signalapp~Signal-Android,libsignal/service/src/main/java/org/whispersystems/signalservice/api/groupsv2/DecryptedGroupExtensions.kt,libsignal-service/src/main/java/org/whispersystems/signalservice/api/groupsv2/DecryptedGroupExtensions.kt
Java/signalapp~Signal-Android,src/org/thoughtcrime/securesms/service/DirectoryRefreshListener.java,app/src/main/java/org/thoughtcrime/securesms/service/DirectoryRefreshListener.java
Java/signalapp~Signal-Android,src/org/thoughtcrime/securesms/notifications/DoNotDisturbUtil.java,app/src/main/java/org/thoughtcrime/securesms/notifications/DoNotDisturbUtil.java
Java/signalapp~Signal-Android,core-util/src/main/java/org/signal/core/util/DoubleExtensions.kt,core-util-jvm/src/main/java/org/signal/core/util/DoubleExtensions.kt
