path|owner|project|language|code
./src/_00/output/C/torvalds~linux/drivers/net/wireless/realtek/rtw89/rtw8852c_table.c|torvalds|linux|C|57116
./src/_00/output/C/torvalds~linux/drivers/net/wireless/realtek/rtw89/rtw8852a_table.c|torvalds|linux|C|51020
./src/_00/output/C/torvalds~linux/drivers/net/wireless/realtek/rtw88/rtw8822c_table.c|torvalds|linux|C|46077
./src/_00/output/C/torvalds~linux/tools/testing/radix-tree/maple.c|torvalds|linux|C|35639
./src/_00/output/C/torvalds~linux/drivers/net/wireless/broadcom/brcm80211/brcmsmac/phy/phy_n.c|torvalds|linux|C|26271
./src/_00/output/C/torvalds~linux/drivers/net/wireless/realtek/rtw89/rtw8852b_table.c|torvalds|linux|C|22891
./src/_00/output/C/torvalds~linux/drivers/net/wireless/realtek/rtw88/rtw8822b_table.c|torvalds|linux|C|22177
./src/_00/output/C/torvalds~linux/net/wireless/nl80211.c|torvalds|linux|C|16473
./src/_00/output/C/torvalds~linux/kernel/bpf/verifier.c|torvalds|linux|C|16198
./src/_00/output/C/torvalds~linux/drivers/scsi/lpfc/lpfc_sli.c|torvalds|linux|C|15043
./src/_00/output/C/torvalds~linux/drivers/net/wireless/realtek/rtw89/rtw8851b_table.c|torvalds|linux|C|14881
./src/_00/output/C/torvalds~linux/lib/test_bpf.c|torvalds|linux|C|14399
./src/_00/output/C/torvalds~linux/drivers/net/ethernet/broadcom/tg3.c|torvalds|linux|C|13902
./src/_00/output/C/torvalds~linux/drivers/net/ethernet/broadcom/bnxt/bnxt.c|torvalds|linux|C|13722
./src/_00/output/C/torvalds~linux/fs/nls/nls_cp949.c|torvalds|linux|C|13384
./src/_00/output/C/torvalds~linux/drivers/accel/habanalabs/gaudi/gaudi_security.c|torvalds|linux|C|11793
./src/_00/output/C/torvalds~linux/sound/pci/hda/patch_realtek.c|torvalds|linux|C|11697
./src/_00/output/C/torvalds~linux/drivers/net/ethernet/broadcom/bnx2x/bnx2x_main.c|torvalds|linux|C|11027
./src/_00/output/C/torvalds~linux/drivers/gpu/drm/amd/display/dc/dml2/dml21/src/dml2_core/dml2_core_dcn4_calcs.c|torvalds|linux|C|11004
./src/_00/output/C/torvalds~linux/drivers/infiniband/hw/hfi1/chip.c|torvalds|linux|C|10987
./src/_00/output/C/torvalds~linux/drivers/net/ethernet/broadcom/bnx2x/bnx2x_link.c|torvalds|linux|C|10910
./src/_00/output/C/torvalds~linux/drivers/net/ethernet/intel/i40e/i40e_main.c|torvalds|linux|C|10900
./src/_00/output/C/torvalds~linux/tools/lib/bpf/libbpf.c|torvalds|linux|C|10826
./src/_00/output/C/torvalds~linux/fs/nls/nls_cp936.c|torvalds|linux|C|10632
./src/_00/output/C/torvalds~linux/drivers/gpu/drm/amd/display/dc/dml2/dml21/src/dml2_core/dml2_core_shared.c|torvalds|linux|C|10631
./src/_00/output/C/torvalds~linux/drivers/scsi/lpfc/lpfc_init.c|torvalds|linux|C|10494
./src/_00/output/C/torvalds~linux/drivers/net/wireless/broadcom/b43/radio_2056.c|torvalds|linux|C|10240
./src/_00/output/C/torvalds~linux/drivers/net/ethernet/hisilicon/hns3/hns3pf/hclge_main.c|torvalds|linux|C|10165
./src/_00/output/C/torvalds~linux/drivers/net/wireless/broadcom/brcm80211/brcmsmac/phy/phytbl_n.c|torvalds|linux|C|10019
./src/_00/output/C/torvalds~linux/arch/x86/kvm/x86.c|torvalds|linux|C|10018
./src/_00/output/C/torvalds~linux/net/netfilter/nf_tables_api.c|torvalds|linux|C|9755
./src/_00/output/C/torvalds~linux/net/core/filter.c|torvalds|linux|C|9749
./src/_00/output/C/torvalds~linux/drivers/net/ethernet/mellanox/mlxsw/spectrum_router.c|torvalds|linux|C|9619
./src/_00/output/C/torvalds~linux/drivers/net/wireless/ralink/rt2x00/rt2800lib.c|torvalds|linux|C|9565
./src/_00/output/C/torvalds~linux/drivers/net/wireless/realtek/rtw89/coex.c|torvalds|linux|C|9518
./src/_00/output/C/torvalds~linux/drivers/media/dvb-frontends/drx39xyj/drxj.c|torvalds|linux|C|9500
./src/_00/output/C/torvalds~linux/drivers/staging/media/ipu3/ipu3-tables.c|torvalds|linux|C|9476
./src/_00/output/C/torvalds~linux/drivers/scsi/mpt3sas/mpt3sas_scsih.c|torvalds|linux|C|9335
./src/_00/output/C/torvalds~linux/drivers/video/fbdev/sis/init301.c|torvalds|linux|C|9275
./src/_00/output/C/torvalds~linux/kernel/events/core.c|torvalds|linux|C|9218
./src/_00/output/C/torvalds~linux/drivers/accel/habanalabs/gaudi2/gaudi2.c|torvalds|linux|C|9167
./src/_00/output/C/torvalds~linux/drivers/net/wireless/intel/ipw2x00/ipw2200.c|torvalds|linux|C|9144
./src/_00/output/C/torvalds~linux/drivers/scsi/smartpqi/smartpqi_init.c|torvalds|linux|C|9120
./src/_00/output/C/torvalds~linux/drivers/gpu/drm/amd/display/dc/dml2/display_mode_core.c|torvalds|linux|C|9111
./src/_00/output/C/torvalds~linux/fs/nls/nls_cp950.c|torvalds|linux|C|9089
./src/_00/output/C/torvalds~linux/fs/nfs/nfs4proc.c|torvalds|linux|C|9007
./src/_00/output/C/torvalds~linux/drivers/gpu/drm/amd/display/amdgpu_dm/amdgpu_dm.c|torvalds|linux|C|8924
./src/_00/output/C/torvalds~linux/lib/crypto/chacha20poly1305-selftest.c|torvalds|linux|C|8805
./src/_00/output/C/torvalds~linux/drivers/gpu/drm/amd/amdgpu/gfx_v10_0.c|torvalds|linux|C|8701
./src/_00/output/C/torvalds~linux/drivers/platform/x86/thinkpad_acpi.c|torvalds|linux|C|8661
./src/_00/output/C/torvalds~linux/drivers/net/ethernet/sun/niu.c|torvalds|linux|C|8278
./src/_00/output/C/torvalds~linux/drivers/net/wireless/ath/ath11k/mac.c|torvalds|linux|C|8271
./src/_00/output/C/torvalds~linux/net/core/dev.c|torvalds|linux|C|8258
./src/_00/output/C/torvalds~linux/drivers/scsi/lpfc/lpfc_els.c|torvalds|linux|C|8253
./src/_00/output/C/torvalds~linux/drivers/net/wireless/ath/ath10k/wmi.c|torvalds|linux|C|8092
./src/_00/output/C/torvalds~linux/drivers/scsi/advansys.c|torvalds|linux|C|8049
./src/_00/output/C/torvalds~linux/drivers/scsi/qla4xxx/ql4_os.c|torvalds|linux|C|7986
./src/_00/output/C/torvalds~linux/drivers/net/wireless/ath/ath11k/wmi.c|torvalds|linux|C|7974
./src/_00/output/C/torvalds~linux/drivers/net/wireless/ath/ath10k/mac.c|torvalds|linux|C|7966
./src/_00/output/C/torvalds~linux/drivers/net/ethernet/intel/ixgbe/ixgbe_main.c|torvalds|linux|C|7946
./src/_00/output/C/torvalds~linux/drivers/net/usb/r8152.c|torvalds|linux|C|7919
