repo_path,path,original_path
C++/electron~electron,spec-main/api-app-spec.ts,spec/api-app-spec.ts
C++/electron~electron,spec-main/api-browser-window-spec.ts,spec/api-browser-window-spec.ts
C++/electron~electron,spec-main/api-context-bridge-spec.ts,spec/api-context-bridge-spec.ts
C++/electron~electron,spec-main/api-net-spec.ts,spec/api-net-spec.ts
C++/electron~electron,spec-main/api-protocol-spec.ts,spec/api-protocol-spec.ts
C++/electron~electron,spec-main/api-session-spec.ts,spec/api-session-spec.ts
C++/electron~electron,spec-main/api-web-contents-spec.ts,spec/api-web-contents-spec.ts
C++/electron~electron,lib/asar/fs-wrapper.ts,lib/node/asar-fs-wrapper.ts
C++/electron~electron,spec-main/asar-spec.ts,spec/asar-spec.ts
C++/electron~electron,spec-main/chromium-spec.ts,spec/chromium-spec.ts
C++/electron~electron,shell/browser/api/atom_api_web_contents.cc,shell/browser/api/electron_api_web_contents.cc
C++/electron~electron,spec-main/extensions-spec.ts,spec/extensions-spec.ts
C++/electron~electron,spec-main/webview-spec.ts,spec/webview-spec.ts
