path|owner|project|language|code
./src/_00/output/Python/localstack~localstack/localstack-core/localstack/aws/api/ec2/__init__.py|localstack|localstack|Python|20196
./src/_00/output/Python/localstack~localstack/tests/aws/services/s3/test_s3.py|localstack|localstack|Python|9832
./src/_00/output/Python/localstack~localstack/localstack-core/localstack/services/stepfunctions/asl/antlr/runtime/ASLParser.py|localstack|localstack|Python|7063
./src/_00/output/Python/localstack~localstack/localstack-core/localstack/aws/api/ssm/__init__.py|localstack|localstack|Python|5511
./src/_00/output/Python/localstack~localstack/tests/aws/services/lambda_/test_lambda_api.py|localstack|localstack|Python|5289
./src/_00/output/Python/localstack~localstack/tests/aws/services/sqs/test_sqs.py|localstack|localstack|Python|4031
./src/_00/output/Python/localstack~localstack/localstack-core/localstack/aws/api/s3/__init__.py|localstack|localstack|Python|3830
./src/_00/output/Python/localstack~localstack/localstack-core/localstack/aws/api/redshift/__init__.py|localstack|localstack|Python|3808
./src/_00/output/Python/localstack~localstack/tests/aws/services/sns/test_sns.py|localstack|localstack|Python|3744
./src/_00/output/Python/localstack~localstack/localstack-core/localstack/services/s3/provider.py|localstack|localstack|Python|3512
./src/_00/output/Python/localstack~localstack/localstack-core/localstack/services/lambda_/provider.py|localstack|localstack|Python|3382
./src/_00/output/Python/localstack~localstack/localstack-core/localstack/aws/api/iam/__init__.py|localstack|localstack|Python|2922
./src/_00/output/Python/localstack~localstack/localstack-core/localstack/aws/api/config/__init__.py|localstack|localstack|Python|2909
./src/_00/output/Python/localstack~localstack/localstack-core/localstack/aws/api/cloudformation/__init__.py|localstack|localstack|Python|2710
./src/_00/output/Python/localstack~localstack/tests/aws/services/lambda_/test_lambda.py|localstack|localstack|Python|2666
./src/_00/output/Python/localstack~localstack/tests/aws/services/cloudwatch/test_cloudwatch.py|localstack|localstack|Python|2411
./src/_00/output/Python/localstack~localstack/localstack-core/localstack/services/apigateway/legacy/provider.py|localstack|localstack|Python|2410
./src/_00/output/Python/localstack~localstack/localstack-core/localstack/aws/api/opensearch/__init__.py|localstack|localstack|Python|2335
./src/_00/output/Python/localstack~localstack/localstack-core/localstack/aws/api/s3control/__init__.py|localstack|localstack|Python|2301
./src/_00/output/Python/localstack~localstack/localstack-core/localstack/aws/api/apigateway/__init__.py|localstack|localstack|Python|2188
./src/_00/output/Python/localstack~localstack/tests/aws/services/secretsmanager/test_secretsmanager.py|localstack|localstack|Python|2153
./src/_00/output/Python/localstack~localstack/localstack-core/localstack/aws/api/dynamodb/__init__.py|localstack|localstack|Python|2116
./src/_00/output/Python/localstack~localstack/tests/aws/services/apigateway/test_apigateway_api.py|localstack|localstack|Python|2092
./src/_00/output/Python/localstack~localstack/localstack-core/localstack/aws/api/lambda_/__init__.py|localstack|localstack|Python|1993
./src/_00/output/Python/localstack~localstack/localstack-core/localstack/services/events/provider.py|localstack|localstack|Python|1861
./src/_00/output/Python/localstack~localstack/localstack-core/localstack/aws/api/route53/__init__.py|localstack|localstack|Python|1855
./src/_00/output/Python/localstack~localstack/tests/aws/services/dynamodb/test_dynamodb.py|localstack|localstack|Python|1853
./src/_00/output/Python/localstack~localstack/tests/aws/services/stepfunctions/v2/scenarios/test_base_scenarios.py|localstack|localstack|Python|1797
./src/_00/output/Python/localstack~localstack/tests/aws/services/events/test_events.py|localstack|localstack|Python|1770
./src/_00/output/Python/localstack~localstack/localstack-core/localstack/aws/api/logs/__init__.py|localstack|localstack|Python|1726
./src/_00/output/Python/localstack~localstack/localstack-core/localstack/testing/pytest/fixtures.py|localstack|localstack|Python|1691
./src/_00/output/Python/localstack~localstack/localstack-core/localstack/services/dynamodb/provider.py|localstack|localstack|Python|1680
