path|owner|project|language|code
./src/_00/output/Python/scikit-learn~scikit-learn/sklearn/utils/estimator_checks.py|scikit-learn|scikit-learn|Python|3666
./src/_00/output/Python/scikit-learn~scikit-learn/sklearn/metrics/tests/test_classification.py|scikit-learn|scikit-learn|Python|2233
./src/_00/output/Python/scikit-learn~scikit-learn/sklearn/compose/tests/test_column_transformer.py|scikit-learn|scikit-learn|Python|2221
./src/_00/output/Python/scikit-learn~scikit-learn/sklearn/model_selection/tests/test_validation.py|scikit-learn|scikit-learn|Python|2105
./src/_00/output/Python/scikit-learn~scikit-learn/sklearn/model_selection/tests/test_search.py|scikit-learn|scikit-learn|Python|2092
./src/_00/output/Python/scikit-learn~scikit-learn/sklearn/tree/tests/test_tree.py|scikit-learn|scikit-learn|Python|1938
./src/_00/output/Python/scikit-learn~scikit-learn/sklearn/preprocessing/tests/test_data.py|scikit-learn|scikit-learn|Python|1841
./src/_00/output/Python/scikit-learn~scikit-learn/sklearn/neighbors/tests/test_neighbors.py|scikit-learn|scikit-learn|Python|1803
./src/_00/output/Python/scikit-learn~scikit-learn/sklearn/utils/tests/test_validation.py|scikit-learn|scikit-learn|Python|1776
./src/_00/output/Python/scikit-learn~scikit-learn/sklearn/linear_model/tests/test_logistic.py|scikit-learn|scikit-learn|Python|1754
./src/_00/output/Python/scikit-learn~scikit-learn/sklearn/metrics/tests/test_common.py|scikit-learn|scikit-learn|Python|1744
./src/_00/output/Python/scikit-learn~scikit-learn/sklearn/metrics/tests/test_ranking.py|scikit-learn|scikit-learn|Python|1739
./src/_00/output/Python/scikit-learn~scikit-learn/sklearn/linear_model/tests/test_ridge.py|scikit-learn|scikit-learn|Python|1730
./src/_00/output/Python/scikit-learn~scikit-learn/sklearn/preprocessing/tests/test_encoders.py|scikit-learn|scikit-learn|Python|1701
./src/_00/output/Python/scikit-learn~scikit-learn/sklearn/tests/test_pipeline.py|scikit-learn|scikit-learn|Python|1682
