path|owner|project|language|code
./src/_00/output/Javascript/facebook~react/compiler/crates/react_estree/src/generated.rs|facebook|react|Rust|8962
./src/_00/output/Javascript/facebook~react/compiler/crates/react_hermes_parser/src/generated.rs|facebook|react|Rust|4151
./src/_00/output/Javascript/facebook~react/packages/react-dom/src/__tests__/ReactDOMFloat-test.js|facebook|react|JavaScript|8148
./src/_00/output/Javascript/facebook~react/packages/eslint-plugin-react-hooks/__tests__/ESLintRuleExhaustiveDeps-test.js|facebook|react|JavaScript|8061
./src/_00/output/Javascript/facebook~react/packages/react-dom/src/__tests__/ReactDOMFizzServer-test.js|facebook|react|JavaScript|7365
./src/_00/output/Javascript/facebook~react/scripts/bench/benchmarks/pe-class-components/benchmark.js|facebook|react|JavaScript|5400
./src/_00/output/Javascript/facebook~react/packages/react-dom-bindings/src/server/ReactFizzConfigDOM.js|facebook|react|JavaScript|5152
./src/_00/output/Javascript/facebook~react/scripts/bench/benchmarks/pe-functional-components/benchmark.js|facebook|react|JavaScript|4994
./src/_00/output/Javascript/facebook~react/scripts/bench/benchmarks/pe-no-components/benchmark.js|facebook|react|JavaScript|4758
./src/_00/output/Javascript/facebook~react/packages/react-devtools-shared/src/backend/fiber/renderer.js|facebook|react|JavaScript|4609
./src/_00/output/Javascript/facebook~react/packages/react-reconciler/src/ReactFiberHooks.js|facebook|react|JavaScript|4421
./src/_00/output/Javascript/facebook~react/packages/react-reconciler/src/__tests__/ReactHooksWithNoopRenderer-test.js|facebook|react|JavaScript|4311
./src/_00/output/Javascript/facebook~react/packages/react-server/src/ReactFizzServer.js|facebook|react|JavaScript|4196
./src/_00/output/Javascript/facebook~react/packages/react-server/src/ReactFlightServer.js|facebook|react|JavaScript|3523
./src/_00/output/Javascript/facebook~react/packages/react-client/src/__tests__/ReactFlight-test.js|facebook|react|JavaScript|3385
./src/_00/output/Javascript/facebook~react/packages/react-dom/src/__tests__/ReactDOMComponent-test.js|facebook|react|JavaScript|3318
./src/_00/output/Javascript/facebook~react/packages/react-reconciler/src/__tests__/ReactSuspenseWithNoopRenderer-test.js|facebook|react|JavaScript|3317
./src/_00/output/Javascript/facebook~react/packages/react-reconciler/src/ReactFiberCommitWork.js|facebook|react|JavaScript|3274
./src/_00/output/Javascript/facebook~react/packages/react-reconciler/src/ReactFiberWorkLoop.js|facebook|react|JavaScript|3212
./src/_00/output/Javascript/facebook~react/packages/react-reconciler/src/__tests__/ReactSuspenseEffectsSemantics-test.js|facebook|react|JavaScript|3143
./src/_00/output/Javascript/facebook~react/packages/react-refresh/src/__tests__/ReactFresh-test.js|facebook|react|JavaScript|3137
./src/_00/output/Javascript/facebook~react/packages/react-reconciler/src/ReactFiberBeginWork.js|facebook|react|JavaScript|3108
./src/_00/output/Javascript/facebook~react/packages/react-dom/src/__tests__/ReactDOMServerPartialHydration-test.internal.js|facebook|react|JavaScript|3097
./src/_00/output/Javascript/facebook~react/packages/react-dom-bindings/src/client/ReactFiberConfigDOM.js|facebook|react|JavaScript|2980
./src/_00/output/Javascript/facebook~react/packages/react-client/src/ReactFlightClient.js|facebook|react|JavaScript|2825
./src/_00/output/Javascript/facebook~react/packages/react-dom/src/events/__tests__/DOMPluginEventSystem-test.internal.js|facebook|react|JavaScript|2819
./src/_00/output/Javascript/facebook~react/packages/react-dom-bindings/src/client/ReactDOMComponent.js|facebook|react|JavaScript|2794
./src/_00/output/Javascript/facebook~react/packages/react-dom/src/__tests__/ReactDOMEventPropagation-test.js|facebook|react|JavaScript|2725
./src/_00/output/Javascript/facebook~react/packages/react-devtools-shared/src/__tests__/inspectedElement-test.js|facebook|react|JavaScript|2687
./src/_00/output/Javascript/facebook~react/packages/react-server-dom-webpack/src/__tests__/ReactFlightDOM-test.js|facebook|react|JavaScript|2645
./src/_00/output/Javascript/facebook~react/packages/react-dom/src/__tests__/ReactDOMInput-test.js|facebook|react|JavaScript|2617
./src/_00/output/Javascript/facebook~react/packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js|facebook|react|JavaScript|2592
./src/_00/output/Javascript/facebook~react/packages/react-dom/src/__tests__/ReactErrorBoundaries-test.internal.js|facebook|react|JavaScript|2572
./src/_00/output/Javascript/facebook~react/packages/react-reconciler/src/__tests__/ReactSuspenseList-test.js|facebook|react|JavaScript|2506
./src/_00/output/Javascript/facebook~react/packages/internal-test-utils/__tests__/ReactInternalTestUtils-test.js|facebook|react|JavaScript|2473
./src/_00/output/Javascript/facebook~react/fixtures/attribute-behavior/src/attributes.js|facebook|react|JavaScript|2389
./src/_00/output/Javascript/facebook~react/packages/react-devtools-shared/src/__tests__/TimelineProfiler-test.js|facebook|react|JavaScript|2331
./src/_00/output/Javascript/facebook~react/packages/react-devtools-shared/src/__tests__/treeContext-test.js|facebook|react|JavaScript|2309
./src/_00/output/Javascript/facebook~react/packages/react-reconciler/src/__tests__/ReactTransitionTracing-test.js|facebook|react|JavaScript|2284
./src/_00/output/Javascript/facebook~react/packages/react-reconciler/src/__tests__/ReactIncremental-test.js|facebook|react|JavaScript|2249
./src/_00/output/Javascript/facebook~react/packages/react-devtools-shared/src/__tests__/preprocessData-test.js|facebook|react|JavaScript|2174
./src/_00/output/Javascript/facebook~react/packages/react-server-dom-webpack/src/__tests__/ReactFlightDOMBrowser-test.js|facebook|react|JavaScript|2113
./src/_00/output/Javascript/facebook~react/packages/react-devtools-shared/src/__tests__/store-test.js|facebook|react|JavaScript|2086
./src/_00/output/Javascript/facebook~react/packages/react-dom/src/__tests__/ReactLegacyErrorBoundaries-test.internal.js|facebook|react|JavaScript|1957
./src/_00/output/Javascript/facebook~react/packages/react-refresh/src/__tests__/ReactFreshIntegration-test.js|facebook|react|JavaScript|1807
./src/_00/output/Javascript/facebook~react/packages/react/src/__tests__/ReactProfiler-test.internal.js|facebook|react|JavaScript|1804
./src/_00/output/Javascript/facebook~react/packages/react-dom/src/__tests__/ReactDOMForm-test.js|facebook|react|JavaScript|1743
./src/_00/output/Javascript/facebook~react/packages/react-reconciler/src/__tests__/ReactHooks-test.internal.js|facebook|react|JavaScript|1698
./src/_00/output/Javascript/facebook~react/packages/react-reconciler/src/__tests__/Activity-test.js|facebook|react|JavaScript|1688
./src/_00/output/Javascript/facebook~react/packages/react-reconciler/src/ReactChildFiber.js|facebook|react|JavaScript|1665
./src/_00/output/Javascript/facebook~react/packages/react-dom/src/__tests__/ReactUpdates-test.js|facebook|react|JavaScript|1635
./src/_00/output/Javascript/facebook~react/packages/react-reconciler/src/__tests__/ReactUse-test.js|facebook|react|JavaScript|1604
./src/_00/output/Javascript/facebook~react/packages/react-reconciler/src/__tests__/ReactIncrementalErrorHandling-test.internal.js|facebook|react|JavaScript|1559
./src/_00/output/Javascript/facebook~react/packages/eslint-plugin-react-hooks/src/ExhaustiveDeps.js|facebook|react|JavaScript|1539
./src/_00/output/Javascript/facebook~react/packages/react-dom/src/__tests__/ReactDOMSelect-test.js|facebook|react|JavaScript|1528
./src/_00/output/Javascript/facebook~react/packages/react-dom/src/__tests__/ReactDOMFizzStaticBrowser-test.js|facebook|react|JavaScript|1513
./src/_00/output/Javascript/facebook~react/packages/react-reconciler/src/__tests__/ReactAsyncActions-test.js|facebook|react|JavaScript|1480
./src/_00/output/Javascript/facebook~react/packages/react-dom/src/__tests__/ReactDOMServerSelectiveHydration-test.internal.js|facebook|react|JavaScript|1439
./src/_00/output/Javascript/facebook~react/packages/react-reconciler/src/__tests__/ReactNewContext-test.js|facebook|react|JavaScript|1392
./src/_00/output/Javascript/facebook~react/packages/eslint-plugin-react-hooks/__tests__/ESLintRulesOfHooks-test.js|facebook|react|JavaScript|1376
./src/_00/output/Javascript/facebook~react/packages/react-reconciler/src/__tests__/ReactLazy-test.internal.js|facebook|react|JavaScript|1364
./src/_00/output/Javascript/facebook~react/packages/react-dom/src/__tests__/ReactLegacyUpdates-test.js|facebook|react|JavaScript|1357
./src/_00/output/Javascript/facebook~react/packages/react-reconciler/src/ReactFiberCompleteWork.js|facebook|react|JavaScript|1355
./src/_00/output/Javascript/facebook~react/packages/react-dom/src/__tests__/ReactComponentLifeCycle-test.js|facebook|react|JavaScript|1341
./src/_00/output/Javascript/facebook~react/packages/react-devtools-shared/src/__tests__/storeStressSync-test.js|facebook|react|JavaScript|1314
./src/_00/output/Javascript/facebook~react/packages/react-dom/src/__tests__/ReactDOMTestSelectors-test.js|facebook|react|JavaScript|1312
./src/_00/output/Javascript/facebook~react/packages/react-native-renderer/src/__tests__/ReactFabric-test.internal.js|facebook|react|JavaScript|1296
./src/_00/output/Javascript/facebook~react/packages/react-dom/src/__tests__/ReactDOMHydrationDiff-test.js|facebook|react|JavaScript|1253
./src/_00/output/Javascript/facebook~react/packages/react-dom/src/__tests__/DOMPropertyOperations-test.js|facebook|react|JavaScript|1249
./src/_00/output/Javascript/facebook~react/packages/react-native-renderer/src/__tests__/ResponderEventPlugin-test.internal.js|facebook|react|JavaScript|1207
./src/_00/output/Javascript/facebook~react/packages/react-dom/src/__tests__/ReactDOMLegacyFiber-test.js|facebook|react|JavaScript|1188
./src/_00/output/Javascript/facebook~react/packages/react-noop-renderer/src/createReactNoop.js|facebook|react|JavaScript|1185
./src/_00/output/Javascript/facebook~react/packages/react-dom/src/__tests__/ReactCompositeComponent-test.js|facebook|react|JavaScript|1172
./src/_00/output/Javascript/facebook~react/packages/react-devtools-shared/src/devtools/store.js|facebook|react|JavaScript|1170
./src/_00/output/Javascript/facebook~react/packages/react-devtools-shared/src/__tests__/storeStressTestConcurrent-test.js|facebook|react|JavaScript|1156
./src/_00/output/Javascript/facebook~react/packages/react-reconciler/src/__tests__/ReactSuspense-test.internal.js|facebook|react|JavaScript|1144
./src/_00/output/Javascript/facebook~react/packages/react-dom/src/__tests__/ReactDOMEventListener-test.js|facebook|react|JavaScript|1132
./src/_00/output/Javascript/facebook~react/packages/react/src/__tests__/ReactStrictMode-test.js|facebook|react|JavaScript|1132
./src/_00/output/Javascript/facebook~react/packages/react-dom/src/__tests__/ReactDOMFiber-test.js|facebook|react|JavaScript|1126
./src/_00/output/Javascript/facebook~react/packages/react-reconciler/src/__tests__/ReactIncrementalSideEffects-test.js|facebook|react|JavaScript|1116
./src/_00/output/Javascript/facebook~react/scripts/rollup/bundles.js|facebook|react|JavaScript|1112
./src/_00/output/Javascript/facebook~react/packages/react-test-renderer/src/__tests__/ReactTestRenderer-test.internal.js|facebook|react|JavaScript|1110
./src/_00/output/Javascript/facebook~react/packages/react-server-dom-webpack/src/__tests__/ReactFlightDOMEdge-test.js|facebook|react|JavaScript|1080
./src/_00/output/Javascript/facebook~react/packages/react-client/src/ReactFlightReplyClient.js|facebook|react|JavaScript|1070
./src/_00/output/Javascript/facebook~react/packages/react-debug-tools/src/ReactDebugHooks.js|facebook|react|JavaScript|1069
./src/_00/output/Javascript/facebook~react/packages/react-reconciler/src/ReactFiberClassComponent.js|facebook|react|JavaScript|1066
./src/_00/output/Javascript/facebook~react/packages/react-reconciler/src/ReactFiberCommitEffects.js|facebook|react|JavaScript|1063
./src/_00/output/Javascript/facebook~react/packages/react/src/__tests__/ReactChildren-test.js|facebook|react|JavaScript|1063
./src/_00/output/Javascript/facebook~react/packages/react-server/src/ReactFlightReplyServer.js|facebook|react|JavaScript|992
./src/_00/output/Javascript/facebook~react/packages/react-devtools-shared/src/__tests__/editing-test.js|facebook|react|JavaScript|972
./src/_00/output/Javascript/facebook~react/compiler/packages/babel-plugin-react-compiler/src/HIR/BuildHIR.ts|facebook|react|TypeScript|3956
./src/_00/output/Javascript/facebook~react/compiler/packages/babel-plugin-react-compiler/src/ReactiveScopes/CodegenReactiveFunction.ts|facebook|react|TypeScript|2404
./src/_00/output/Javascript/facebook~react/compiler/packages/babel-plugin-react-compiler/src/Inference/InferReferenceEffects.ts|facebook|react|TypeScript|1648
./src/_00/output/Javascript/facebook~react/compiler/packages/babel-plugin-react-compiler/src/ReactiveScopes/BuildReactiveFunction.ts|facebook|react|TypeScript|1303
./src/_00/output/Javascript/facebook~react/compiler/packages/babel-plugin-react-compiler/src/HIR/HIR.ts|facebook|react|TypeScript|1249
./src/_00/output/Javascript/facebook~react/compiler/packages/babel-plugin-react-compiler/src/HIR/visitors.ts|facebook|react|TypeScript|1179
