path|owner|project|language|code
./src/_00/output/Javascript/nodejs~node/deps/sqlite/sqlite3.c|nodejs|node|C|164503
./src/_00/output/Javascript/nodejs~node/deps/llhttp/src/llhttp.c|nodejs|node|C|9911
./src/_00/output/Javascript/nodejs~node/deps/undici/src/deps/llhttp/src/llhttp.c|nodejs|node|C|9892
./src/_00/output/Javascript/nodejs~node/deps/ngtcp2/ngtcp2/lib/ngtcp2_conn.c|nodejs|node|C|9869
./src/_00/output/Javascript/nodejs~node/deps/openssl/openssl/crypto/ec/ecp_nistz256_table.c|nodejs|node|C|9519
./src/_00/output/Javascript/nodejs~node/deps/openssl/openssl/test/sslapitest.c|nodejs|node|C|8712
./src/_00/output/Javascript/nodejs~node/deps/nghttp2/lib/nghttp2_session.c|nodejs|node|C|6153
./src/_00/output/Javascript/nodejs~node/deps/brotli/c/common/dictionary.c|nodejs|node|C|5895
./src/_00/output/Javascript/nodejs~node/deps/openssl/openssl/crypto/ec/curve25519.c|nodejs|node|C|4884
./src/_00/output/Javascript/nodejs~node/deps/nghttp2/lib/nghttp2_hd_huffman_data.c|nodejs|node|C|4695
./src/_00/output/Javascript/nodejs~node/deps/ngtcp2/nghttp3/lib/nghttp3_qpack_huffman_data.c|nodejs|node|C|4695
./src/_00/output/Javascript/nodejs~node/deps/openssl/openssl/ssl/ssl_lib.c|nodejs|node|C|4587
./src/_00/output/Javascript/nodejs~node/deps/openssl/openssl/ssl/s3_lib.c|nodejs|node|C|4557
./src/_00/output/Javascript/nodejs~node/deps/openssl/openssl/test/evp_extra_test.c|nodejs|node|C|4514
./src/_00/output/Javascript/nodejs~node/test/fixtures/snapshot/typescript.js|nodejs|node|JavaScript|144982
./src/_00/output/Javascript/nodejs~node/deps/v8/test/mjsunit/wasm/embenchen/lua_binarytrees.js|nodejs|node|JavaScript|40863
./src/_00/output/Javascript/nodejs~node/deps/v8/test/mjsunit/asm/embenchen/lua_binarytrees.js|nodejs|node|JavaScript|40861
./src/_00/output/Javascript/nodejs~node/deps/corepack/dist/lib/corepack.cjs|nodejs|node|JavaScript|21115
./src/_00/output/Javascript/nodejs~node/deps/v8/test/mjsunit/wasm/embenchen/box2d.js|nodejs|node|JavaScript|19314
./src/_00/output/Javascript/nodejs~node/deps/v8/test/mjsunit/asm/embenchen/box2d.js|nodejs|node|JavaScript|19312
./src/_00/output/Javascript/nodejs~node/tools/github_reporter/index.js|nodejs|node|JavaScript|18176
./src/_00/output/Javascript/nodejs~node/deps/v8/test/mjsunit/wasm/embenchen/zlib.js|nodejs|node|JavaScript|13811
./src/_00/output/Javascript/nodejs~node/deps/v8/test/mjsunit/asm/embenchen/zlib.js|nodejs|node|JavaScript|13809
./src/_00/output/Javascript/nodejs~node/deps/undici/undici.js|nodejs|node|JavaScript|12930
./src/_00/output/Javascript/nodejs~node/deps/v8/test/mjsunit/regress/regress-4595.js|nodejs|node|JavaScript|10003
./src/_00/output/Javascript/nodejs~node/deps/v8/test/mjsunit/wasm/embenchen/fasta.js|nodejs|node|JavaScript|7634
./src/_00/output/Javascript/nodejs~node/deps/v8/test/mjsunit/asm/embenchen/fasta.js|nodejs|node|JavaScript|7632
./src/_00/output/Javascript/nodejs~node/deps/v8/test/mjsunit/wasm/embenchen/fannkuch.js|nodejs|node|JavaScript|7502
./src/_00/output/Javascript/nodejs~node/deps/v8/test/mjsunit/asm/embenchen/fannkuch.js|nodejs|node|JavaScript|7500
./src/_00/output/Javascript/nodejs~node/deps/v8/test/mjsunit/asm/poppler/poppler.js|nodejs|node|JavaScript|7383
./src/_00/output/Javascript/nodejs~node/deps/v8/test/mjsunit/unicode-test.js|nodejs|node|JavaScript|7377
./src/_00/output/Javascript/nodejs~node/deps/v8/test/mjsunit/wasm/embenchen/memops.js|nodejs|node|JavaScript|7160
./src/_00/output/Javascript/nodejs~node/deps/v8/test/mjsunit/asm/embenchen/memops.js|nodejs|node|JavaScript|7158
./src/_00/output/Javascript/nodejs~node/deps/v8/test/mjsunit/third_party/regexp-pcre/regexp-pcre.js|nodejs|node|JavaScript|6518
./src/_00/output/Javascript/nodejs~node/deps/v8/test/mjsunit/typedarray-resizablearraybuffer.js|nodejs|node|JavaScript|6299
./src/_00/output/Javascript/nodejs~node/test/fixtures/postject-copy/node_modules/postject/dist/api.js|nodejs|node|JavaScript|5176
./src/_00/output/Javascript/nodejs~node/deps/v8/test/mjsunit/wasm/embenchen/corrections.js|nodejs|node|JavaScript|5060
./src/_00/output/Javascript/nodejs~node/deps/v8/test/mjsunit/wasm/embenchen/primes.js|nodejs|node|JavaScript|5060
./src/_00/output/Javascript/nodejs~node/deps/v8/test/mjsunit/asm/embenchen/corrections.js|nodejs|node|JavaScript|5058
./src/_00/output/Javascript/nodejs~node/deps/v8/test/mjsunit/asm/embenchen/primes.js|nodejs|node|JavaScript|5058
./src/_00/output/Javascript/nodejs~node/deps/v8/test/mjsunit/wasm/embenchen/copy.js|nodejs|node|JavaScript|5053
./src/_00/output/Javascript/nodejs~node/deps/v8/test/mjsunit/asm/embenchen/copy.js|nodejs|node|JavaScript|5051
./src/_00/output/Javascript/nodejs~node/deps/v8/test/mjsunit/unicodelctest-no-optimization.js|nodejs|node|JavaScript|4828
./src/_00/output/Javascript/nodejs~node/deps/v8/test/mjsunit/unicodelctest.js|nodejs|node|JavaScript|4828
./src/_00/output/Javascript/nodejs~node/deps/npm/test/lib/commands/ls.js|nodejs|node|JavaScript|4785
./src/_00/output/Javascript/nodejs~node/deps/acorn/acorn/dist/acorn.js|nodejs|node|JavaScript|4587
./src/_00/output/Javascript/nodejs~node/deps/acorn/acorn/dist/acorn.mjs|nodejs|node|JavaScript|4560
./src/_00/output/Javascript/nodejs~node/test/fixtures/mime-whatwg-generated.js|nodejs|node|JavaScript|3527
./src/_00/output/Javascript/nodejs~node/test/fixtures/wpt/resources/testharness.js|nodejs|node|JavaScript|3142
./src/_00/output/Javascript/nodejs~node/deps/npm/tap-snapshots/test/lib/docs.js.test.cjs|nodejs|node|JavaScript|3133
./src/_00/output/Javascript/nodejs~node/deps/v8/test/mjsunit/typedarray-growablesharedarraybuffer.js|nodejs|node|JavaScript|3001
./src/_00/output/Javascript/nodejs~node/test/parallel/test-util-inspect.js|nodejs|node|JavaScript|2949
./src/_00/output/Javascript/nodejs~node/test/fixtures/wpt/resources/webidl2/lib/webidl2.js|nodejs|node|JavaScript|2944
./src/_00/output/Javascript/nodejs~node/deps/v8/test/wasm-js/third_party/testharness.js|nodejs|node|JavaScript|2872
