repo_path,path,original_path
JavaScript/cypress-io~cypress,packages/server/test/unit/cloud/api_spec.js,packages/server/test/unit/cloud/api/api_spec.js
JavaScript/cypress-io~cypress,packages/driver/cypress/integration/commands/assertions_spec.js,packages/driver/cypress/e2e/commands/assertions.cy.js
JavaScript/cypress-io~cypress,packages/driver/cypress/integration/commands/actions/check_spec.js,packages/driver/cypress/e2e/commands/actions/check.cy.js
JavaScript/cypress-io~cypress,packages/server/test/unit/ci_provider_spec.js,packages/server/test/unit/util/ci_provider_spec.js
JavaScript/cypress-io~cypress,packages/driver/cypress/integration/commands/actions/click_spec.js,packages/driver/cypress/e2e/commands/actions/click.cy.js
JavaScript/cypress-io~cypress,packages/reporter/cypress/integration/commands_spec.ts,packages/reporter/cypress/e2e/commands.cy.ts
JavaScript/cypress-io~cypress,packages/driver/cypress/integration/commands/connectors_spec.js,packages/driver/cypress/e2e/commands/connectors.cy.js
JavaScript/cypress-io~cypress,packages/driver/cypress/integration/commands/cookies_spec.js,packages/driver/cypress/e2e/commands/cookies.cy.js
JavaScript/cypress-io~cypress,packages/driver/src/cypress/error_messages.js,packages/driver/src/cypress/error_messages.ts
JavaScript/cypress-io~cypress,packages/server/test/integration/http_requests_spec.coffee,packages/server/test/integration/http_requests_spec.js
JavaScript/cypress-io~cypress,packages/driver/test/cypress/fixtures/jquery-3.2.1.js,packages/driver/cypress/fixtures/jquery-3.2.1.js
JavaScript/cypress-io~cypress,packages/server/test/support/fixtures/projects/e2e/static/jquery.js,system-tests/projects/e2e/static/jquery.js
JavaScript/cypress-io~cypress,packages/driver/src/cy/keyboard.js,packages/driver/src/cy/keyboard.ts
JavaScript/cypress-io~cypress,packages/driver/cypress/integration/commands/net_stubbing_spec.ts,packages/driver/cypress/e2e/commands/net_stubbing.cy.ts
JavaScript/cypress-io~cypress,packages/server/test/e2e/record_spec.js,system-tests/test/record_spec.js
JavaScript/cypress-io~cypress,packages/driver/src/cypress/runner.js,packages/driver/src/cypress/runner.ts
JavaScript/cypress-io~cypress,packages/server/__snapshots__/testConfigOverrides_spec.ts.js,system-tests/__snapshots__/testConfigOverrides_spec.ts.js
JavaScript/cypress-io~cypress,packages/driver/cypress/integration/commands/actions/trigger_spec.js,packages/driver/cypress/e2e/commands/actions/trigger.cy.js
JavaScript/cypress-io~cypress,packages/driver/cypress/integration/commands/actions/type_spec.js,packages/driver/cypress/e2e/commands/actions/type.cy.js
JavaScript/cypress-io~cypress,packages/driver/cypress/integration/commands/actions/type_special_chars_spec.js,packages/driver/cypress/e2e/commands/actions/type_special_chars.cy.js
JavaScript/cypress-io~cypress,packages/driver/cypress/integration/dom/visibility_spec.ts,packages/driver/cypress/e2e/dom/visibility.cy.ts
JavaScript/cypress-io~cypress,packages/driver/cypress/integration/commands/waiting_spec.js,packages/driver/cypress/e2e/commands/waiting.cy.js
