path|owner|project|language|code
./src/_00/output/Haskell/simplex-chat~simplex-chat/src/Simplex/Chat.hs|simplex-chat|simplex-chat|Haskell|7895
./src/_00/output/Haskell/simplex-chat~simplex-chat/tests/ChatTests/Groups.hs|simplex-chat|simplex-chat|Haskell|5613
./src/_00/output/Haskell/simplex-chat~simplex-chat/src/Simplex/Chat/ProfileGenerator.hs|simplex-chat|simplex-chat|Haskell|3135
./src/_00/output/Haskell/simplex-chat~simplex-chat/tests/ChatTests/Direct.hs|simplex-chat|simplex-chat|Haskell|2495
./src/_00/output/Haskell/simplex-chat~simplex-chat/src/Simplex/Chat/Store/Messages.hs|simplex-chat|simplex-chat|Haskell|2454
./src/_00/output/Haskell/simplex-chat~simplex-chat/tests/ChatTests/Profiles.hs|simplex-chat|simplex-chat|Haskell|2144
./src/_00/output/Haskell/simplex-chat~simplex-chat/src/Simplex/Chat/View.hs|simplex-chat|simplex-chat|Haskell|2094
./src/_00/output/Haskell/simplex-chat~simplex-chat/src/Simplex/Chat/Store/Groups.hs|simplex-chat|simplex-chat|Haskell|2078
./src/_00/output/Haskell/simplex-chat~simplex-chat/src/Simplex/Chat/Controller.hs|simplex-chat|simplex-chat|Haskell|1409
./src/_00/output/Haskell/simplex-chat~simplex-chat/src/Simplex/Chat/Types.hs|simplex-chat|simplex-chat|Haskell|1380
./src/_00/output/Haskell/simplex-chat~simplex-chat/apps/multiplatform/common/src/commonMain/kotlin/chat/simplex/common/model/SimpleXAPI.kt|simplex-chat|simplex-chat|Kotlin|6148
./src/_00/output/Haskell/simplex-chat~simplex-chat/apps/multiplatform/common/src/commonMain/kotlin/chat/simplex/common/model/ChatModel.kt|simplex-chat|simplex-chat|Kotlin|3360
./src/_00/output/Haskell/simplex-chat~simplex-chat/apps/multiplatform/common/src/commonMain/kotlin/chat/simplex/common/views/chat/ChatView.kt|simplex-chat|simplex-chat|Kotlin|2072
./src/_00/output/Haskell/simplex-chat~simplex-chat/apps/multiplatform/common/src/commonMain/kotlin/chat/simplex/common/views/chat/ChatInfoView.kt|simplex-chat|simplex-chat|Kotlin|1220
./src/_00/output/Haskell/simplex-chat~simplex-chat/apps/multiplatform/common/src/commonMain/kotlin/chat/simplex/common/views/usersettings/Appearance.kt|simplex-chat|simplex-chat|Kotlin|1106
./src/_00/output/Haskell/simplex-chat~simplex-chat/apps/multiplatform/common/src/commonMain/kotlin/chat/simplex/common/views/chat/item/ChatItemView.kt|simplex-chat|simplex-chat|Kotlin|1066
./src/_00/output/Haskell/simplex-chat~simplex-chat/apps/multiplatform/common/src/commonMain/kotlin/chat/simplex/common/views/chat/ComposeView.kt|simplex-chat|simplex-chat|Kotlin|967
./src/_00/output/Haskell/simplex-chat~simplex-chat/apps/multiplatform/common/src/commonMain/kotlin/chat/simplex/common/views/chatlist/ChatListNavLinkView.kt|simplex-chat|simplex-chat|Kotlin|921
./src/_00/output/Haskell/simplex-chat~simplex-chat/apps/multiplatform/common/src/commonMain/kotlin/chat/simplex/common/views/chatlist/ServersSummaryView.kt|simplex-chat|simplex-chat|Kotlin|918
./src/_00/output/Haskell/simplex-chat~simplex-chat/apps/multiplatform/common/src/commonMain/kotlin/chat/simplex/common/views/database/DatabaseView.kt|simplex-chat|simplex-chat|Kotlin|771
./src/_00/output/Haskell/simplex-chat~simplex-chat/apps/multiplatform/common/src/androidMain/kotlin/chat/simplex/common/views/call/CallView.android.kt|simplex-chat|simplex-chat|Kotlin|757
./src/_00/output/Haskell/simplex-chat~simplex-chat/apps/multiplatform/common/src/commonMain/kotlin/chat/simplex/common/views/chat/group/GroupMemberInfoView.kt|simplex-chat|simplex-chat|Kotlin|737
./src/_00/output/Haskell/simplex-chat~simplex-chat/apps/multiplatform/common/src/commonMain/kotlin/chat/simplex/common/ui/theme/Theme.kt|simplex-chat|simplex-chat|Kotlin|727
./src/_00/output/Haskell/simplex-chat~simplex-chat/apps/multiplatform/common/src/commonMain/kotlin/chat/simplex/common/views/usersettings/PrivacySettings.kt|simplex-chat|simplex-chat|Kotlin|714
./src/_00/output/Haskell/simplex-chat~simplex-chat/apps/multiplatform/common/src/commonMain/kotlin/chat/simplex/common/views/newchat/NewChatSheet.kt|simplex-chat|simplex-chat|Kotlin|695
./src/_00/output/Haskell/simplex-chat~simplex-chat/apps/multiplatform/common/src/commonMain/kotlin/chat/simplex/common/views/migration/MigrateToDevice.kt|simplex-chat|simplex-chat|Kotlin|690
./src/_00/output/Haskell/simplex-chat~simplex-chat/apps/multiplatform/common/src/commonMain/kotlin/chat/simplex/common/views/chatlist/ChatListView.kt|simplex-chat|simplex-chat|Kotlin|687
./src/_00/output/Haskell/simplex-chat~simplex-chat/apps/multiplatform/common/src/commonMain/kotlin/chat/simplex/common/views/newchat/NewChatView.kt|simplex-chat|simplex-chat|Kotlin|687
./src/_00/output/Haskell/simplex-chat~simplex-chat/apps/multiplatform/common/src/commonMain/kotlin/chat/simplex/common/views/onboarding/WhatsNewView.kt|simplex-chat|simplex-chat|Kotlin|685
./src/_00/output/Haskell/simplex-chat~simplex-chat/apps/multiplatform/common/src/commonMain/kotlin/chat/simplex/common/views/migration/MigrateFromDevice.kt|simplex-chat|simplex-chat|Kotlin|681
./src/_00/output/Haskell/simplex-chat~simplex-chat/apps/multiplatform/common/src/commonMain/kotlin/chat/simplex/common/views/chat/group/GroupChatInfoView.kt|simplex-chat|simplex-chat|Kotlin|655
./src/_00/output/Haskell/simplex-chat~simplex-chat/apps/multiplatform/common/src/commonMain/kotlin/chat/simplex/common/views/chat/SendMsgView.kt|simplex-chat|simplex-chat|Kotlin|614
./src/_00/output/Haskell/simplex-chat~simplex-chat/apps/multiplatform/common/src/commonMain/kotlin/chat/simplex/common/views/chatlist/UserPicker.kt|simplex-chat|simplex-chat|Kotlin|611
./src/_00/output/Haskell/simplex-chat~simplex-chat/apps/multiplatform/android/src/main/java/chat/simplex/app/SimplexService.kt|simplex-chat|simplex-chat|Kotlin|583
./src/_00/output/Haskell/simplex-chat~simplex-chat/apps/multiplatform/common/src/commonMain/kotlin/chat/simplex/common/views/chat/ChatItemInfoView.kt|simplex-chat|simplex-chat|Kotlin|552
./src/_00/output/Haskell/simplex-chat~simplex-chat/apps/multiplatform/common/src/commonMain/kotlin/chat/simplex/common/views/remote/ConnectDesktopView.kt|simplex-chat|simplex-chat|Kotlin|551
./src/_00/output/Haskell/simplex-chat~simplex-chat/apps/multiplatform/common/src/commonMain/kotlin/chat/simplex/common/views/chat/item/CIVideoView.kt|simplex-chat|simplex-chat|Kotlin|547
./src/_00/output/Haskell/simplex-chat~simplex-chat/apps/multiplatform/common/src/commonMain/kotlin/chat/simplex/common/views/helpers/Utils.kt|simplex-chat|simplex-chat|Kotlin|538
./src/_00/output/Haskell/simplex-chat~simplex-chat/apps/multiplatform/common/src/commonMain/kotlin/chat/simplex/common/views/usersettings/AdvancedNetworkSettings.kt|simplex-chat|simplex-chat|Kotlin|523
./src/_00/output/Haskell/simplex-chat~simplex-chat/apps/multiplatform/common/src/commonMain/kotlin/chat/simplex/common/views/database/DatabaseEncryptionView.kt|simplex-chat|simplex-chat|Kotlin|510
./src/_00/output/Haskell/simplex-chat~simplex-chat/apps/multiplatform/common/src/commonMain/kotlin/chat/simplex/common/views/usersettings/NetworkAndServers.kt|simplex-chat|simplex-chat|Kotlin|504
./src/_00/output/Haskell/simplex-chat~simplex-chat/apps/ios/SimpleXChat/ChatTypes.swift|simplex-chat|simplex-chat|Swift|3753
./src/_00/output/Haskell/simplex-chat~simplex-chat/apps/ios/SimpleXChat/APITypes.swift|simplex-chat|simplex-chat|Swift|2365
./src/_00/output/Haskell/simplex-chat~simplex-chat/apps/ios/Shared/Model/SimpleXAPI.swift|simplex-chat|simplex-chat|Swift|2062
./src/_00/output/Haskell/simplex-chat~simplex-chat/apps/ios/Shared/Views/Chat/ChatView.swift|simplex-chat|simplex-chat|Swift|1791
./src/_00/output/Haskell/simplex-chat~simplex-chat/apps/ios/Shared/Views/NewChat/NewChatView.swift|simplex-chat|simplex-chat|Swift|1192
./src/_00/output/Haskell/simplex-chat~simplex-chat/apps/ios/Shared/Views/Chat/ChatInfoView.swift|simplex-chat|simplex-chat|Swift|1079
./src/_00/output/Haskell/simplex-chat~simplex-chat/apps/ios/Shared/Views/Chat/ComposeMessage/ComposeView.swift|simplex-chat|simplex-chat|Swift|1076
./src/_00/output/Haskell/simplex-chat~simplex-chat/apps/ios/Shared/Views/UserSettings/AppearanceSettings.swift|simplex-chat|simplex-chat|Swift|1032
./src/_00/output/Haskell/simplex-chat~simplex-chat/apps/ios/Shared/Views/Call/WebRTCClient.swift|simplex-chat|simplex-chat|Swift|998
./src/_00/output/Haskell/simplex-chat~simplex-chat/apps/ios/Shared/Model/ChatModel.swift|simplex-chat|simplex-chat|Swift|837
./src/_00/output/Haskell/simplex-chat~simplex-chat/apps/ios/Shared/Views/Migration/MigrateFromDevice.swift|simplex-chat|simplex-chat|Swift|720
./src/_00/output/Haskell/simplex-chat~simplex-chat/apps/ios/Shared/Views/UserSettings/PrivacySettings.swift|simplex-chat|simplex-chat|Swift|716
./src/_00/output/Haskell/simplex-chat~simplex-chat/packages/simplex-chat-webrtc/src/call.ts|simplex-chat|simplex-chat|TypeScript|1576
./src/_00/output/Haskell/simplex-chat~simplex-chat/packages/simplex-chat-client/typescript/src/response.ts|simplex-chat|simplex-chat|TypeScript|938
./src/_00/output/Haskell/simplex-chat~simplex-chat/apps/multiplatform/common/src/commonMain/resources/assets/www/call.js|simplex-chat|simplex-chat|JavaScript|1375
