repo_path,path,original_path
C/obsproject~obs-studio,w32-pthreads/tests/condvar3_2.c,deps/w32-pthreads/tests/condvar3_2.c
C/obsproject~obs-studio,libobs-d3d11/GS_D3D11Texture2D.cpp,libobs-d3d11/d3d11-texture2d.cpp
C/obsproject~obs-studio,w32-pthreads/tests/exception2.c,deps/w32-pthreads/tests/exception2.c
C/obsproject~obs-studio,w32-pthreads/tests/eyal1.c,deps/w32-pthreads/tests/eyal1.c
C/obsproject~obs-studio,w32-pthreads/fork.c,deps/w32-pthreads/fork.c
C/obsproject~obs-studio,obs/hotkey-edit.cpp,UI/hotkey-edit.cpp
C/obsproject~obs-studio,plugins/mac-capture/mac-screen-capture.m,plugins/mac-capture/mac-display-capture.m
C/obsproject~obs-studio,plugins/mac-capture/mac-screen-capture.m,plugins/mac-capture/mac-sck-video-capture.m
C/obsproject~obs-studio,w32-pthreads/tests/mutex6s.c,deps/w32-pthreads/tests/mutex6s.c
C/obsproject~obs-studio,w32-pthreads/tests/mutex7.c,deps/w32-pthreads/tests/mutex7.c
C/obsproject~obs-studio,w32-pthreads/tests/mutex7n.c,deps/w32-pthreads/tests/mutex7n.c
C/obsproject~obs-studio,w32-pthreads/tests/mutex8r.c,deps/w32-pthreads/tests/mutex8r.c
C/obsproject~obs-studio,libobs/obs-cocoa.c,libobs/obs-cocoa.m
C/obsproject~obs-studio,deps/ipc-util/ipc-util/pipe-windows.c,shared/ipc-util/ipc-util/pipe-windows.c
C/obsproject~obs-studio,libobs/util/platform-cocoa.c,libobs/util/platform-cocoa.m
C/obsproject~obs-studio,w32-pthreads/pthread_attr_getschedpolicy.c,deps/w32-pthreads/pthread_attr_getschedpolicy.c
C/obsproject~obs-studio,w32-pthreads/pthread_barrierattr_init.c,deps/w32-pthreads/pthread_barrierattr_init.c
C/obsproject~obs-studio,w32-pthreads/pthread_cond_init.c,deps/w32-pthreads/pthread_cond_init.c
C/obsproject~obs-studio,w32-pthreads/pthread_detach.c,deps/w32-pthreads/pthread_detach.c
C/obsproject~obs-studio,w32-pthreads/pthread_key_create.c,deps/w32-pthreads/pthread_key_create.c
C/obsproject~obs-studio,w32-pthreads/pthread_mutex_lock.c,deps/w32-pthreads/pthread_mutex_lock.c
C/obsproject~obs-studio,w32-pthreads/ptw32_calloc.c,deps/w32-pthreads/ptw32_calloc.c
C/obsproject~obs-studio,w32-pthreads/ptw32_new.c,deps/w32-pthreads/ptw32_new.c
C/obsproject~obs-studio,obs/qt-display.cpp,UI/qt-display.cpp
C/obsproject~obs-studio,w32-pthreads/tests/rwlock4_t.c,deps/w32-pthreads/tests/rwlock4_t.c
C/obsproject~obs-studio,w32-pthreads/sched_yield.c,deps/w32-pthreads/sched_yield.c
C/obsproject~obs-studio,w32-pthreads/sem_destroy.c,deps/w32-pthreads/sem_destroy.c
C/obsproject~obs-studio,plugins/rtmp-services/twitch.c,plugins/rtmp-services/service-specific/twitch.c
C/obsproject~obs-studio,w32-pthreads/tests/valid1.c,deps/w32-pthreads/tests/valid1.c
C/obsproject~obs-studio,libobs/audio-monitoring/win32/wasapi-monitoring-supported.c,libobs/audio-monitoring/win32/wasapi-monitoring-available.c
C/obsproject~obs-studio,obs/window-namedialog.cpp,UI/window-namedialog.cpp
C/obsproject~obs-studio,plugins/linux-xshm/xshm-input.c,plugins/linux-capture/xshm-input.c
