repo_path,path,original_path
Objective-C/react-native-maps~react-native-maps,example/examples/AnimatedMarkers.js,example/src/examples/AnimatedMarkers.tsx
Objective-C/react-native-maps~react-native-maps,example/examples/BugMarkerWontUpdate.js,example/src/examples/BugMarkerWontUpdate.tsx
Objective-C/react-native-maps~react-native-maps,example/examples/FitToSuppliedMarkers.js,example/src/examples/FitToSuppliedMarkers.tsx
Objective-C/react-native-maps~react-native-maps,example/examples/ImageOverlayWithBearing.js,example/src/examples/ImageOverlayWithBearing.tsx
Objective-C/react-native-maps~react-native-maps,android/src/main/java/com/airbnb/android/react/maps/ImageReadable.java,android/src/main/java/com/rnmaps/maps/ImageReadable.java
Objective-C/react-native-maps~react-native-maps,android/src/main/java/com/airbnb/android/react/maps/ImageReader.java,android/src/main/java/com/rnmaps/maps/ImageReader.java
Objective-C/react-native-maps~react-native-maps,android/src/main/java/com/rnmaps/maps/AirMapGradientPolylineManager.java,android/src/main/java/com/rnmaps/maps/MapGradientPolylineManager.java
Objective-C/react-native-maps~react-native-maps,android/src/main/java/com/rnmaps/maps/AirMapHeatmapManager.java,android/src/main/java/com/rnmaps/maps/MapHeatmapManager.java
Objective-C/react-native-maps~react-native-maps,android/src/main/java/com/rnmaps/maps/AirMapModule.java,android/src/main/java/com/rnmaps/maps/MapModule.java
Objective-C/react-native-maps~react-native-maps,android/src/main/java/com/rnmaps/maps/AirMapOverlay.java,android/src/main/java/com/rnmaps/maps/MapOverlay.java
Objective-C/react-native-maps~react-native-maps,android/src/main/java/com/rnmaps/maps/AirMapPolylineManager.java,android/src/main/java/com/rnmaps/maps/MapPolylineManager.java
Objective-C/react-native-maps~react-native-maps,android/src/main/java/com/rnmaps/maps/AirMapUrlTile.java,android/src/main/java/com/rnmaps/maps/MapUrlTile.java
Objective-C/react-native-maps~react-native-maps,android/src/main/java/com/rnmaps/maps/AirMapWMSTileManager.java,android/src/main/java/com/rnmaps/maps/MapWMSTileManager.java
Objective-C/react-native-maps~react-native-maps,example/examples/Overlays.js,example/src/examples/Overlays.tsx
Objective-C/react-native-maps~react-native-maps,android/src/main/java/com/airbnb/android/react/maps/ViewAttacherGroup.java,android/src/main/java/com/rnmaps/maps/ViewAttacherGroup.java
Objective-C/react-native-maps~react-native-maps,example/examples/ZIndexMarkers.js,example/src/examples/ZIndexMarkers.tsx
Objective-C/react-native-maps~react-native-maps,src/index.js,src/index.ts
