url,main language,stars,owner,project,branch
https://github.com/JetBrains/kotlin,Kotlin,47.7k,JetBrains,kotlin,master
https://github.com/square/okhttp,Kotlin,45.3k,square,okhttp,master
https://github.com/bannedbook/fanqiang,Kotlin,37.1k,bannedbook,fanqiang,master
https://github.com/shadowsocks/shadowsocks-android,Kotlin,34.7k,shadowsocks,shadowsocks-android,master
https://github.com/2dust/v2rayNG,Kotlin,31k,2dust,v2rayNG,master
https://github.com/alibaba/p3c,Kotlin,30.1k,alibaba,p3c,master
https://github.com/square/leakcanary,Kotlin,29.2k,square,leakcanary,main
https://github.com/gedoor/legado,Kotlin,24.4k,gedoor,legado,master
https://github.com/CymChad/BaseRecyclerViewAdapterHelper,Kotlin,24.1k,CymChad,BaseRecyclerViewAdapterHelper,master
https://github.com/google/iosched,Kotlin,21.8k,google,iosched,main
https://github.com/afollestad/material-dialogs,Kotlin,19.7k,afollestad,material-dialogs,main
https://github.com/square/picasso,Kotlin,18.7k,square,picasso,master
https://github.com/google/flexbox-layout,Kotlin,18.2k,google,flexbox-layout,main
https://github.com/lottie-react-native/lottie-react-native,Kotlin,16.5k,lottie-react-native,lottie-react-native,master
https://github.com/gkd-kit/gkd,Kotlin,16.3k,gkd-kit,gkd,main
https://github.com/Kotlin/anko,Kotlin,15.9k,Kotlin,anko,master
https://github.com/android/nowinandroid,Kotlin,15.5k,android,nowinandroid,main
https://github.com/pppscn/SmsForwarder,Kotlin,15.4k,pppscn,SmsForwarder,main
https://github.com/JetBrains/compose-multiplatform,Kotlin,14.9k,JetBrains,compose-multiplatform,master
https://github.com/mamoe/mirai,Kotlin,14k,mamoe,mirai,dev
https://github.com/Kotlin/kotlinx.coroutines,Kotlin,12.8k,Kotlin,kotlinx.coroutines,master
https://github.com/ktorio/ktor,Kotlin,12.3k,ktorio,ktor,main
https://github.com/YiiGuxing/TranslationPlugin,Kotlin,10.9k,YiiGuxing,TranslationPlugin,master
https://github.com/coil-kt/coil,Kotlin,10.3,coil-kt,coil,main
https://github.com/JakeWharton/timber,Kotlin,10.3k,JakeWharton,timber,trunk
https://github.com/Shabinder/SpotiFlyer,Kotlin,10k,Shabinder,SpotiFlyer,main
https://github.com/square/moshi,Kotlin,9.5k,square,moshi,master
https://github.com/thunderbird/thunderbird-android,Kotlin,9.5k,thunderbird,thunderbird-android,main
https://github.com/MatsuriDayo/NekoBoxForAndroid,Kotlin,9k,MatsuriDayo,NekoBoxForAndroid,main
https://github.com/square/okio,Kotlin,8.7k,square,okio,master
