url,main language,stars,owner,project,branch
https://github.com/rails/rails,Ruby,55k,rails,rails,main
https://github.com/jekyll/jekyll,Ruby,48.4k,jekyll,jekyll,master
https://github.com/mastodon/mastodon,Ruby,46.1k,mastodon,mastodon,main
https://github.com/huginn/huginn,Ruby,41.8k,huginn,huginn,master
https://github.com/discourse/discourse,Ruby,40.7k,discourse,discourse,main
https://github.com/Homebrew/brew,Ruby,39.7k,Homebrew,brew,master
https://github.com/fastlane/fastlane,Ruby,38.7k,fastlane,fastlane,master
https://github.com/rapid7/metasploit-framework,Ruby,32.9k,rapid7,metasploit-framework,master
https://github.com/maybe-finance/maybe,Ruby,27k,maybe-finance,maybe,main
https://github.com/hashicorp/vagrant,Ruby,25.9k,hashicorp,vagrant,main
https://github.com/heartcombo/devise,Ruby,23.8k,heartcombo,devise,main
https://github.com/gitlabhq/gitlabhq,Ruby,23.6k,gitlabhq,gitlabhq,master
https://github.com/ruby/ruby,Ruby,21.6k,ruby,ruby,master
https://github.com/Homebrew/homebrew-cask,Ruby,20.6k,Homebrew,homebrew-cask,master
https://github.com/chatwoot/chatwoot,Ruby,18.8k,chatwoot,chatwoot,develop
https://github.com/CocoaPods/CocoaPods,Ruby,14.4k,CocoaPods,CocoaPods,master
https://github.com/postalserver/postal,Ruby,14.2k,postalserver,postal,main
https://github.com/mame/quine-relay,Ruby,13.8k,mame,quine-relay,master
https://github.com/diaspora/diaspora,Ruby,13.4k,diaspora,diaspora,develop
https://github.com/Homebrew/homebrew-core,Ruby,13.3k,Homebrew,homebrew-core,master
https://github.com/sidekiq/sidekiq,Ruby,13k,sidekiq,sidekiq,main
https://github.com/spree/spree,Ruby,12.7k,spree,spree,main
https://github.com/capistrano/capistrano,Ruby,12.7k,capistrano,capistrano,master
https://github.com/fluent/fluentd,Ruby,12.6k,fluent,fluentd,master
https://github.com/rubocop/rubocop,Ruby,12.5k,rubocop,rubocop,master
https://github.com/tmuxinator/tmuxinator,Ruby,12.5k,tmuxinator,tmuxinator,master
https://github.com/sinatra/sinatra,Ruby,12.1k,sinatra,sinatra,main
https://github.com/github-linguist/linguist,Ruby,11.9k,github-linguist,linguist,main
https://github.com/faker-ruby/faker,Ruby,11.2k,faker-ruby,faker,main
https://github.com/jordansissel/fpm,Ruby,11.1k,jordansissel,fpm,main
