url,main language,stars,owner,project,branch
https://github.com/Genymobile/scrcpy,C,103k,Genymobile,scrcpy,master
https://github.com/firehol/netdata,C,68k,firehol,netdata,master
https://github.com/antirez/redis,C,65.1k,antirez,redis,unstable
https://github.com/ventoy/Ventoy,C,58.2k,ventoy,Ventoy,master
https://github.com/obsproject/obs-studio,C,56k,obsproject,obs-studio,master
https://github.com/git/git,C,50.3k,git,git,master
https://github.com/FFmpeg/FFmpeg,C,42.8k,FFmpeg,FFmpeg,master
https://github.com/php/php-src,C,37.4k,php,php-src,master
https://github.com/wg/wrk,C,36.9k,wg,wrk,master
https://github.com/curl/curl,C,34.4k,curl,curl,master
https://github.com/tmux/tmux,C,33.2k,tmux,tmux,master
https://github.com/Bilibili/ijkplayer,C,32.1k,Bilibili,ijkplayer,master
https://github.com/ggerganov/whisper.cpp,C,31.8k,ggerganov,whisper.cpp,master
https://github.com/jqlang/jq,C,29.2k,jqlang,jq,master
https://github.com/coolsnowwolf/lede,C,28.8k,coolsnowwolf,lede,master
https://github.com/pbatard/rufus,C,27k,pbatard,rufus,master
https://github.com/lizongying/my-tv,C,26.4k,lizongying,my-tv,main
https://github.com/mpv-player/mpv,C,26.2k,mpv-player,mpv,master
https://github.com/ggreer/the_silver_searcher,C,25.8k,ggreer,the_silver_searcher,master
https://github.com/pjreddie/darknet,C,25.4k,pjreddie,darknet,master
https://github.com/openssl/openssl,C,24.3k,openssl,openssl,master
https://github.com/libuv/libuv,C,23.4k,libuv,libuv,v1.x
https://github.com/taosdata/TDengine,C,22.9k,taosdata,TDengine,main
https://github.com/robertdavidgraham/masscan,C,22.7k,robertdavidgraham,masscan,master
https://github.com/facebook/zstd,C,22.5k,facebook,zstd,dev
https://github.com/valinet/ExplorerPatcher,C,22k,valinet,ExplorerPatcher,master
https://github.com/koekeishiya/yabai,C,21.8k,koekeishiya,yabai,master
https://github.com/arendst/Tasmota,C,21.4k,arendst,Tasmota,development
https://github.com/kingToolbox/WindTerm,C,20.8k,kingToolbox,WindTerm,master
