url,main language,stars,owner,project,branch
https://github.com/golang/go,Go,120k,golang,go,master
https://github.com/kubernetes/kubernetes,Go,107k,kubernetes,kubernetes,master
https://github.com/fatedier/frp,Go,80.5k,fatedier,frp,dev
https://github.com/gin-gonic/gin,Go,75.8k,gin-gonic,gin,master
https://github.com/gohugoio/hugo,Go,72.8k,gohugoio,hugo,master
https://github.com/moby/moby,Go,67.8k,moby,moby,master
https://github.com/ollama/ollama,Go,67.1k,ollama,ollama,main
https://github.com/junegunn/fzf,Go,60.3k,junegunn,fzf,master
https://github.com/syncthing/syncthing,Go,59.9k,syncthing,syncthing,main
https://github.com/caddyserver/caddy,Go,54.3k,caddyserver,caddy,master
https://github.com/prometheus/prometheus,Go,53.1k,prometheus,prometheus,main
https://github.com/nektos/act,Go,50.8k,nektos,act,master
https://github.com/traefik/traefik,Go,48.3,traefik,traefik,master
https://github.com/etcd-io/etcd,Go,46.5k,etcd-io,etcd,main
https://github.com/ethereum/go-ethereum,Go,46.3k,ethereum,go-ethereum,master
https://github.com/jesseduffield/lazygit,Go,46.2k,jesseduffield,lazygit,master
https://github.com/FiloSottile/mkcert,Go,46k,FiloSottile,mkcert,master
https://github.com/v2ray/v2ray-core,Go,44.8k,v2ray,v2ray-core,master
https://github.com/minio/minio,Go,44.5k,minio,minio,master
https://github.com/gogs/gogs,Go,44.3k,gogs,gogs,main
https://github.com/rclone/rclone,Go,44.1k,rclone,rclone,master
https://github.com/wagoodman/dive,Go,43.9k,wagoodman,dive,main
https://github.com/go-gitea/gitea,Go,42.3k,go-gitea,gitea,main
https://github.com/hashicorp/terraform,Go,41.3k,hashicorp,terraform,main
https://github.com/evanw/esbuild,Go,37.4,evanw,esbuild,main
https://github.com/pingcap/tidb,Go,36.3k,pingcap,tidb,master
https://github.com/spf13/cobra,Go,36.2k,spf13,cobra,main
https://github.com/go-gorm/gorm,Go,35.6k,go-gorm,gorm,master
https://github.com/cli/cli,Go,35.6k,cli,cli,trunk
https://github.com/istio/istio,Go,35.1k,istio,istio,master
