url,main language,stars,owner,project,branch
https://github.com/vuejs/vue,TypeScript,207k,vuejs,vue,main
https://github.com/microsoft/vscode,TypeScript,159k,microsoft,vscode,main
https://github.com/microsoft/TypeScript,TypeScript,98.3k,microsoft,TypeScript,main
https://github.com/angular/angular,TypeScript,94.7k,angular,angular,main
https://github.com/mui/material-ui,TypeScript,91.8k,mui,material-ui,master
https://github.com/ant-design/ant-design,TypeScript,90.4k,ant-design,ant-design,master
https://github.com/puppeteer/puppeteer,TypeScript,87k,puppeteer,puppeteer,main
https://github.com/tailwindlabs/tailwindcss,TypeScript,78.9k,tailwindlabs,tailwindcss,next
https://github.com/excalidraw/excalidraw,TypeScript,74k,excalidraw,excalidraw,master
https://github.com/ChatGPTNextWeb/ChatGPT-Next-Web,TypeScript,69.8k,ChatGPTNextWeb,ChatGPT-Next-Web,main
https://github.com/supabase/supabase,TypeScript,66.8k,supabase,supabase,master
https://github.com/coder/code-server,TypeScript,65.7k,coder,code-server,main
https://github.com/vitejs/vite,TypeScript,65.1k,vitejs,vite,main
https://github.com/nestjs/nest,TypeScript,64.7k,nestjs,nest,master
https://github.com/microsoft/playwright,TypeScript,62.2k,microsoft,playwright,main
https://github.com/grafana/grafana,TypeScript,60.7k,grafana,grafana,main
https://github.com/hoppscotch/hoppscotch,TypeScript,60.5k,hoppscotch,hoppscotch,main
https://github.com/reduxjs/redux,TypeScript,60.5k,reduxjs,redux,master
https://github.com/socketio/socket.io,TypeScript,60.3k,socketio,socket.io,main
https://github.com/apache/superset,TypeScript,59.4k,apache,superset,master
https://github.com/apache/echarts,TypeScript,59.1k,apache,echarts,master
https://github.com/Eugeny/tabby,TypeScript,55.7k,Eugeny,tabby,master
https://github.com/nuxt/nuxt,TypeScript,52.3k,nuxt,nuxt,main
https://github.com/ionic-team/ionic-framework,TypeScript,50.5k,ionic-team,ionic-framework,main
https://github.com/vuejs/core,TypeScript,44.9k,vuejs,core,main
https://github.com/FuelLabs/fuels-ts,TypeScript,44.6k,FuelLabs,fuels-ts,master
https://github.com/jestjs/jest,TypeScript,43.6k,jestjs,jest,main
https://github.com/pmndrs/zustand,TypeScript,43.1k,pmndrs,zustand,main
https://github.com/babel/babel,TypeScript,43k,babel,babel,main
https://github.com/nocodb/nocodb,TypeScript,42.9k,nocodb,nocodb,develop
