url,main language,stars,owner,project,branch
https://github.com/AFNetworking/AFNetworking,Objective-C,33.3k,AFNetworking,AFNetworking,master
https://github.com/SDWebImage/SDWebImage,Objective-C,24.9k,SDWebImage,SDWebImage,master
https://github.com/MustangYM/WeChatExtension-ForMac,Objective-C,22.1k,MustangYM,WeChatExtension-ForMac,master
https://github.com/BradLarson/GPUImage,Objective-C,20.2k,BradLarson,GPUImage,master
https://github.com/SnapKit/Masonry,Objective-C,18k,SnapKit,Masonry,master
https://github.com/opa334/TrollStore,Objective-C,16.4k,opa334,TrollStore,main
https://github.com/realm/realm-swift,Objective-C,16.2k,realm,realm-swift,master
https://github.com/jdg/MBProgressHUD,Objective-C,16k,jdg,MBProgressHUD,master
https://github.com/react-native-maps/react-native-maps,Objective-C,14.8k,react-native-maps,react-native-maps,master
https://github.com/gnachman/iTerm2,Objective-C,14.6k,gnachman,iTerm2,master
https://github.com/marcuswestin/WebViewJavascriptBridge,Objective-C,14.3k,marcuswestin,WebViewJavascriptBridge,master
https://github.com/TKkk-iOSer/WeChatPlugin-MacOS,Objective-C,14k,TKkk-iOSer,WeChatPlugin-MacOS,master
https://github.com/FLEXTool/FLEX,Objective-C,13.9k,FLEXTool,FLEX,master
https://github.com/ccgus/fmdb,Objective-C,13.8k,ccgus,fmdb,master
https://github.com/CoderMJLee/MJRefresh,Objective-C,13.8k,CoderMJLee,MJRefresh,master
https://github.com/eczarny/spectacle,Objective-C,13.6k,eczarny,spectacle,master
https://github.com/CocoaLumberjack/CocoaLumberjack,Objective-C,13.1k,CocoaLumberjack,CocoaLumberjack,master
https://github.com/Instagram/IGListKit,Objective-C,12.8k,Instagram,IGListKit,main
https://github.com/vicc/chameleon,Objective-C,12.5k,vicc,chameleon,master
https://github.com/robbiehanson/CocoaAsyncSocket,Objective-C,12.4k,robbiehanson,CocoaAsyncSocket,master
https://github.com/SVProgressHUD/SVProgressHUD,Objective-C,12.4k,SVProgressHUD,SVProgressHUD,master
https://github.com/dzenbot/DZNEmptyDataSet,Objective-C,12.1k,dzenbot,DZNEmptyDataSet,master
https://github.com/nicklockwood/iCarousel,Objective-C,12k,nicklockwood,iCarousel,master
https://github.com/keycastr/keycastr,Objective-C,12k,keycastr,keycastr,main
https://github.com/Hammerspoon/hammerspoon,Objective-C,11.5k,Hammerspoon,hammerspoon,master
https://github.com/git-up/GitUp,Objective-C,11.4k,git-up,GitUp,master
https://github.com/bang590/JSPatch,Objective-C,11.4k,bang590,JSPatch,master
https://github.com/Mantle/Mantle,Objective-C,11.3k,Mantle,Mantle,master
https://github.com/jessesquires/JSQMessagesViewController,Objective-C,11.2k,jessesquires,JSQMessagesViewController,develop
https://github.com/darlinghq/darling,Objective-C,11.1k,darlinghq,darling,master
https://github.com/Alamofire/Alamofire,Swift,40.6k,Alamofire,Alamofire,master
https://github.com/iina/iina,Swift,36.5k,iina,iina,develop
https://github.com/shadowsocks/ShadowsocksX-NG,Swift,32.2k,shadowsocks,ShadowsocksX-NG,develop
https://github.com/ChartsOrg/Charts,Swift,27.3k,ChartsOrg,Charts,master
https://github.com/MonitorControl/MonitorControl,Swift,26.3k,MonitorControl,MonitorControl,main
https://github.com/airbnb/lottie-ios,Swift,25.3k,airbnb,lottie-ios,master
https://github.com/rxhanson/Rectangle,Swift,24.7k,rxhanson,Rectangle,main
https://github.com/utmapp/UTM,Swift,24.5k,utmapp,UTM,main
https://github.com/ReactiveX/RxSwift,Swift,24.2k,ReactiveX,RxSwift,main
https://github.com/vapor/vapor,Swift,23.8k,vapor,vapor,main
https://github.com/onevcat/Kingfisher,Swift,22.9k,onevcat,Kingfisher,master
https://github.com/SwiftyJSON/SwiftyJSON,Swift,22.5k,SwiftyJSON,SwiftyJSON,master
https://github.com/exelban/stats,Swift,22.3k,exelban,stats,master
https://github.com/HeroTransitions/Hero,Swift,21.8k,HeroTransitions,Hero,develop
https://github.com/JohnCoates/Aerial,Swift,20.8k,JohnCoates,Aerial,master
https://github.com/CodeEditApp/CodeEdit,Swift,20.3k,CodeEditApp,CodeEdit,main
https://github.com/ReactiveCocoa/ReactiveCocoa,Swift,19.9k,ReactiveCocoa,ReactiveCocoa,master
https://github.com/SnapKit/SnapKit,Swift,19.8k,SnapKit,SnapKit,develop
https://github.com/realm/SwiftLint,Swift,18.4k,realm,SwiftLint,main
https://github.com/hackiftekhar/IQKeyboardManager,Swift,16k,hackiftekhar,IQKeyboardManager,master
https://github.com/OpenEmu/OpenEmu,Swift,15.8k,OpenEmu,OpenEmu,master
https://github.com/Moya/Moya,Swift,15k,Moya,Moya,master
https://github.com/Carthage/Carthage,Swift,14.9k,Carthage,Carthage,master
https://github.com/ianyh/Amethyst,Swift,14.2k,ianyh,Amethyst,development
https://github.com/MengTo/Spring,Swift,14.1k,MengTo,Spring,master
https://github.com/PerfectlySoft/Perfect,Swift,13.8k,PerfectlySoft,Perfect,master
https://github.com/Caldis/Mos,Swift,13.7k,Caldis,Mos,master
https://github.com/Juanpe/SkeletonView,Swift,12.4k,Juanpe,SkeletonView,main
https://github.com/mozilla-mobile/firefox-ios,Swift,12k,mozilla-mobile,firefox-ios,main
https://github.com/CosmicMind/Material,Swift,12k,CosmicMind,Material,development
