repo_path,path,original_path
Kotlin/JetBrains~kotlin,compiler/tests-spec/testData/psi/linked/when-expression/p-7/neg/1.1.kt,compiler/tests-spec/testData/psi/linked/expressions/when-expression/p-6/neg/1.1.kt
Kotlin/JetBrains~kotlin,compiler/tests-spec/testData/psi/linked/constant-literals/integer-literals/long-integer-literals/p-1/pos/1.6.kt,compiler/tests-spec/testData/psi/linked/expressions/constant-literals/the-types-for-integer-literals/p-1/pos/1.6.kt
Kotlin/JetBrains~kotlin,compiler/tests-spec/testData/diagnostics/notLinked/contracts/declarations/contractBuilder/common/pos/5.kt,compiler/tests-spec/testData/diagnostics/notLinked/contracts/declarations/contractBuilder/common/neg/15.kt
Kotlin/JetBrains~kotlin,compiler/tests-spec/testData/diagnostics/linked/overload-resolution/building-the-overload-candidate-set-ocs/infix-function-call/p-2/pos/3.5.kt,compiler/tests-spec/testData/diagnostics/linked/overload-resolution/building-the-overload-candidate-set-ocs/infix-function-call/p-2/pos/4.5.kt
Kotlin/JetBrains~kotlin,compiler/tests-spec/testData/diagnostics/linked/type-inference/smart-casts/smart-casts-sources/p-4/pos/1.4.kt,compiler/tests-spec/testData/diagnostics/notLinked/dfa/pos/4.kt
Kotlin/JetBrains~kotlin,jps-plugin/testData/incremental/withJava/other/packageFacadeToClass/APartF.kt,jps/jps-plugin/testData/incremental/withJava/other/packageFacadeToClass/APartF.kt
Kotlin/JetBrains~kotlin,analysis/analysis-api-impl-base/tests/org/jetbrains/kotlin/analysis/api/impl/base/test/components/psiTypeProvider/AbstractAnalysisApiPsiTypeProviderTest.kt,analysis/analysis-api-impl-base/tests/org/jetbrains/kotlin/analysis/api/impl/base/test/cases/components/psiTypeProvider/AbstractAnalysisApiPsiTypeProviderTest.kt
Kotlin/JetBrains~kotlin,compiler/fir/entrypoint/src/org/jetbrains/kotlin/fir/session/AbstractAnnotationDeserializerWithTypeAnnotations.kt,compiler/fir/fir-deserialization/src/org/jetbrains/kotlin/fir/deserialization/AbstractAnnotationDeserializerWithTypeAnnotations.kt
Kotlin/JetBrains~kotlin,analysis/symbol-light-classes/src/org/jetbrains/kotlin/light/classes/symbol/annotations/DefaultAdditionalAnnotationsProvider.kt,analysis/symbol-light-classes/src/org/jetbrains/kotlin/light/classes/symbol/annotations/AbstractClassAdditionalAnnotationsProvider.kt
Kotlin/JetBrains~kotlin,core/descriptors/src/org/jetbrains/jet/lang/types/AbstractClassTypeConstructor.java,core/descriptors/src/org/jetbrains/kotlin/types/AbstractClassTypeConstructor.java
Kotlin/JetBrains~kotlin,compiler/tests-common/tests/org/jetbrains/kotlin/cli/AbstractCliTest.java,compiler/tests-integration/tests/org/jetbrains/kotlin/cli/AbstractCliTest.java
Kotlin/JetBrains~kotlin,analysis/analysis-api-impl-base/tests/org/jetbrains/kotlin/analysis/api/impl/base/test/components/diagnosticProvider/AbstractCollectDiagnosticsTest.kt,analysis/analysis-api-impl-base/tests/org/jetbrains/kotlin/analysis/api/impl/base/test/cases/components/diagnosticProvider/AbstractCollectDiagnosticsTest.kt
Kotlin/JetBrains~kotlin,compiler/fir/resolve/src/org/jetbrains/kotlin/fir/resolve/diagnostics/collectors/AbstractDiagnosticCollector.kt,compiler/fir/checkers/src/org/jetbrains/kotlin/fir/analysis/collectors/AbstractDiagnosticCollector.kt
Kotlin/JetBrains~kotlin,compiler/fir/analysis-tests/tests/org/jetbrains/kotlin/fir/AbstractFirLoadBinariesTest.kt,compiler/fir/analysis-tests/legacy-fir-tests/tests/org/jetbrains/kotlin/fir/AbstractFirLoadBinariesTest.kt
Kotlin/JetBrains~kotlin,compiler/fir/analysis-tests/test/org/jetbrains/kotlin/test/runners/AbstractFirLoadCompiledKotlinTestBase.kt,compiler/fir/analysis-tests/test/org/jetbrains/kotlin/test/runners/AbstractFirLoadCompiledJvmKotlinTestBase.kt
Kotlin/JetBrains~kotlin,compiler/fir/resolve/src/org/jetbrains/kotlin/fir/scopes/impl/AbstractFirUseSiteMemberScope.kt,compiler/fir/providers/src/org/jetbrains/kotlin/fir/scopes/impl/AbstractFirUseSiteMemberScope.kt
Kotlin/JetBrains~kotlin,compiler/incremental-compilation-impl/test/org/jetbrains/kotlin/incremental/AbstractIncrementalK1JsLegacyMultiplatformJsCompilerRunnerTest.kt,compiler/incremental-compilation-impl/test/org/jetbrains/kotlin/incremental/AbstractIncrementalK1JsKlibMultiplatformJsCompilerRunnerTest.kt
Kotlin/JetBrains~kotlin,core/descriptors/src/org/jetbrains/jet/lang/descriptors/impl/AbstractLazyTypeParameterDescriptor.java,core/descriptors/src/org/jetbrains/kotlin/descriptors/impl/AbstractLazyTypeParameterDescriptor.java
Kotlin/JetBrains~kotlin,compiler/fir/raw-fir/light-tree2fir/src/org/jetbrains/kotlin/fir/lightTree/converter/BaseConverter.kt,compiler/fir/raw-fir/light-tree2fir/src/org/jetbrains/kotlin/fir/lightTree/converter/AbstractLightTreeRawFirBuilder.kt
